longitude,latitude,height_sea_level_m,gravity_mgal
22.10500,-28.94411,899.2,978966.85
22.12309,-28.91870,883.9,978966.84
22.14481,-28.90860,879.3,978966.08
22.14500,-28.22833,1001.9,978877.22
22.17000,-28.94000,880.9,978973.60
22.17110,-28.95280,885.4,978975.97
22.17140,-28.97301,880.9,978978.47
22.21140,-28.99750,941.8,978973.73
22.26833,-28.22166,1040.3,978872.03
22.35001,-28.13834,1126.2,978850.23
22.44333,-28.09000,1124.4,978847.53
22.45168,-28.07167,1118.3,978848.93
22.46167,-28.70168,1188.7,978891.52
22.46333,-28.64333,1170.7,978886.32
22.46500,-28.78667,1119.5,978916.01
22.50500,-28.56000,1214.9,978872.33
22.51666,-28.75999,1090.0,978927.61
22.53000,-28.03000,1234.4,978832.74
22.57832,-28.03168,1182.6,978844.63
22.59000,-28.48334,1275.3,978866.73
22.61667,-28.70667,1072.9,978942.11
22.66667,-28.02834,1269.2,978843.43
22.68333,-28.51334,1197.8,978914.01
22.68668,-28.14999,1229.5,978868.13
22.70332,-28.07500,1272.2,978861.53
22.70500,-28.72333,1078.7,978926.21
22.71333,-28.20168,1271.6,978876.13
22.75166,-28.46167,1217.4,978909.52
22.78000,-28.23167,1302.1,978878.22
22.79167,-28.66833,1100.6,978907.62
22.80833,-28.03500,1279.5,978861.13
22.83333,-28.45500,1170.7,978912.41
22.86000,-28.24834,1227.1,978887.82
22.87000,-28.05167,1292.0,978857.93
22.88333,-28.42500,1202.1,978900.02
22.88333,-28.61667,1132.6,978895.92
22.91499,-28.14999,1269.5,978858.33
22.93250,-28.98520,1325.9,978882.38
22.94333,-28.25999,1278.3,978853.93
22.95667,-28.67000,1187.2,978876.53
22.96770,-28.97591,1310.6,978885.28
22.97000,-28.18832,1274.4,978844.63
22.98500,-28.38333,1292.6,978854.03
23.00833,-28.28333,1314.3,978838.54
23.02834,-28.14667,1314.3,978812.64
23.03833,-28.46333,1264.6,978859.23
23.04167,-28.04832,1349.6,978800.15
23.04167,-28.11166,1436.8,978783.65
23.04668,-28.26833,1396.6,978804.55
23.05000,-28.55333,1226.2,978865.33
23.05499,-28.67833,1297.2,978849.93
23.06168,-28.42000,1292.0,978853.13
23.06667,-28.31000,1325.0,978833.14
23.08167,-28.22833,1429.2,978789.95
23.09000,-28.91167,1218.0,978882.32
23.09332,-28.06000,1377.4,978792.05
23.09666,-28.72000,1373.7,978832.34
23.10167,-28.26167,1367.6,978806.54
23.11667,-28.20667,1366.7,978796.55
23.12334,-28.12833,1461.8,978775.95
23.14333,-28.14833,1445.0,978782.25
23.16000,-28.27667,1342.0,978817.84
23.17332,-28.79668,1372.5,978833.34
23.21667,-28.85167,1315.2,978847.23
23.23500,-28.25000,1383.8,978801.65
23.23833,-28.35333,1406.6,978810.34
23.25500,-28.84666,1299.7,978842.93
23.29832,-28.41333,1496.5,978793.85
23.33333,-28.25333,1453.3,978786.75
23.40500,-28.20667,1578.8,978753.66
23.40833,-28.44501,1439.0,978798.15
23.41499,-28.82001,1374.0,978825.64
23.47667,-28.17168,1506.0,978756.36
23.53168,-28.46667,1419.8,978792.45
23.55167,-28.18668,1458.8,978767.86
23.58000,-28.84167,1342.0,978827.44
23.62000,-28.59666,1384.4,978804.05
23.62500,-28.71500,1357.0,978818.14
23.66333,-28.14999,1476.7,978771.36
23.67332,-28.48000,1403.3,978789.45
23.72166,-28.80000,1232.3,978847.73
23.72166,-28.66667,1232.3,978847.83
23.75000,-28.16833,1448.4,978782.05
23.76167,-28.93333,1069.5,978892.32
23.81833,-28.79167,1148.5,978878.52
23.84666,-28.17999,1420.0,978784.15
23.89500,-28.77499,1107.6,978880.22
23.93832,-28.19333,1392.6,978786.35
24.00667,-28.72501,1068.0,978883.42
24.02333,-28.00667,1402.4,978767.46
24.03833,-28.11501,1385.0,978781.45
24.04167,-28.24333,1368.2,978792.15
24.06332,-28.69167,1012.5,978895.02
24.15167,-28.29668,1271.0,978817.54
24.15334,-28.69833,1056.4,978887.72
24.22501,-28.70833,1093.0,978886.52
24.25833,-28.35834,1062.5,978864.33
24.25999,-28.93500,1047.3,978928.41
24.37500,-28.71667,1124.7,978878.82
24.38667,-28.43832,1040.0,978875.13
24.41667,-28.94667,1065.9,978915.21
24.43500,-28.96333,1094.5,978907.62
24.49001,-28.52499,1131.1,978863.63
24.49834,-28.04832,1107.3,978846.03
24.50166,-28.98167,1123.8,978901.22
24.53168,-28.54167,1102.5,978877.62
24.54167,-28.70667,1200.6,978871.03
24.55333,-28.13000,1078.4,978851.43
24.60167,-28.64000,1129.0,978875.93
24.63000,-28.12500,1137.2,978832.94
24.66333,-28.95500,1154.9,978896.82
24.68668,-28.87666,1212.5,978882.12
24.68668,-28.67500,1147.3,978871.73
24.72000,-28.81500,1225.3,978872.23
24.72501,-28.77000,1208.8,978858.23
24.72833,-28.12167,1233.2,978806.54
24.73000,-28.68500,1186.3,978861.53
24.76500,-28.79832,1199.4,978874.13
24.77000,-28.57001,1185.7,978855.13
24.77000,-28.74834,1236.0,978858.13
24.77000,-28.73666,1222.8,978858.53
24.77000,-28.72501,1223.8,978858.23
24.77333,-28.61667,1183.5,978857.43
24.79167,-28.49500,1136.9,978860.43
24.79832,-28.81000,1180.5,978876.82
24.80833,-28.42667,1129.9,978856.43
24.81000,-28.74001,1207.3,978864.13
24.83000,-28.34666,1164.6,978842.93
24.83501,-28.73500,1208.8,978862.53
24.84167,-28.10667,1179.9,978815.34
24.84666,-28.30000,1216.1,978828.24
24.86166,-28.22000,1196.9,978825.04
24.87000,-28.07333,1206.7,978805.35
24.89166,-28.71667,1226.2,978857.23
24.92168,-28.90334,1168.3,978889.72
24.93500,-28.70168,1250.3,978847.23
24.97667,-28.69167,1285.3,978841.34
24.98666,-28.90668,1154.9,978894.12
25.07500,-28.98000,1159.8,978898.42
25.10500,-28.63834,1273.4,978842.53
25.19000,-28.56332,1270.4,978833.34
25.24834,-28.55000,1247.8,978832.54
25.29832,-28.43832,1246.6,978831.44
25.31332,-28.62334,1258.5,978832.54
25.33667,-28.32832,1262.5,978824.24
25.35001,-28.00833,1273.8,978805.25
25.36501,-28.91167,1188.4,978879.42
25.37833,-28.58667,1248.1,978838.64
25.38667,-28.80667,1204.6,978863.93
25.39833,-28.24333,1313.1,978814.54
25.41000,-28.71167,1216.8,978859.83
25.44501,-28.06500,1249.1,978816.84
25.50667,-28.59000,1280.8,978827.14
25.51500,-28.12833,1278.6,978810.34
25.58501,-28.03168,1302.7,978797.55
25.59332,-28.62000,1279.8,978835.94
25.70000,-28.65500,1288.7,978832.14
25.78168,-28.60333,1264.9,978834.14
25.78333,-28.70667,1230.8,978844.73
25.84500,-28.69667,1257.0,978843.63
25.85500,-28.52667,1246.6,978844.03
25.88167,-28.80167,1262.8,978852.23
25.91000,-28.71667,1273.1,978847.83
25.91333,-28.48500,1296.6,978826.74
25.93832,-28.85167,1275.9,978850.13
25.96832,-28.43832,1322.2,978822.94
25.98833,-28.92000,1263.7,978857.13
25.99500,-28.03000,1285.0,978793.55
26.00999,-28.94833,1277.4,978852.73
26.00999,-28.72166,1273.4,978847.23
26.03333,-28.09000,1287.8,978797.45
26.03667,-28.37167,1383.2,978808.34
26.03833,-28.97166,1301.2,978849.33
26.06667,-28.14667,1295.4,978803.35
26.06833,-28.71333,1260.0,978845.93
26.10834,-28.32333,1350.9,978810.44
26.11501,-28.20500,1342.6,978792.65
26.14000,-28.28667,1329.5,978809.44
26.15167,-28.72333,1286.8,978832.84
26.15167,-28.27667,1323.1,978811.24
26.17332,-28.35667,1345.1,978812.34
26.18500,-28.23500,1313.7,978798.45
26.21167,-28.16333,1313.7,978788.35
26.21333,-28.17332,1314.9,978789.05
26.21333,-28.42667,1360.6,978805.15
26.22333,-28.70000,1333.5,978821.04
26.26334,-28.48167,1406.6,978803.25
26.27000,-28.09167,1284.1,978783.45
26.29333,-28.00333,1279.2,978773.15
26.29333,-28.00833,1280.2,978773.75
26.29500,-28.97501,1329.2,978839.54
26.30333,-28.67500,1321.9,978836.84
26.31168,-28.53833,1400.5,978810.24
26.32001,-28.94333,1286.8,978851.43
26.33501,-28.90833,1312.8,978847.83
26.35167,-28.87666,1376.2,978841.24
26.35500,-28.88000,1383.2,978840.14
26.36000,-28.60667,1355.7,978837.94
26.37000,-28.84000,1378.9,978845.63
26.37833,-28.80333,1347.8,978853.73
26.38834,-28.67500,1346.6,978847.63
26.40167,-28.77667,1353.3,978855.13
26.42833,-28.75000,1366.1,978848.53
26.43832,-28.71333,1371.6,978844.03
26.47333,-28.69833,1407.2,978838.24
26.47333,-28.70168,1393.5,978838.34
26.50166,-28.63834,1421.9,978824.04
26.50333,-28.18500,1305.8,978797.45
26.52499,-28.68832,1429.2,978822.84
26.53500,-28.06168,1300.6,978775.75
26.56667,-28.56168,1411.2,978817.24
26.57001,-28.68500,1452.7,978799.35
26.61501,-28.67500,1412.7,978797.65
26.61833,-28.49667,1344.8,978823.64
26.62000,-28.67500,1412.7,978797.55
26.62167,-28.20667,1343.8,978795.75
26.62833,-28.12833,1285.6,978796.95
26.66333,-28.88667,1446.6,978795.85
26.67667,-28.44333,1362.8,978809.04
26.68832,-28.06000,1321.3,978786.85
26.70000,-28.65500,1370.7,978798.85
26.70500,-28.65500,1357.6,978800.95
26.71832,-28.40500,1401.5,978797.95
26.72166,-28.15833,1330.4,978792.05
26.74001,-28.65167,1398.1,978792.45
26.74167,-28.04333,1354.2,978775.95
26.75333,-28.65167,1397.2,978793.25
26.78000,-28.64667,1412.7,978791.25
26.81000,-28.45332,1434.7,978793.65
26.83000,-28.19333,1357.9,978790.15
26.83167,-28.64000,1372.5,978803.35
26.85167,-28.07668,1342.3,978788.35
26.86000,-28.61833,1360.6,978805.15
26.89667,-28.59167,1358.2,978801.85
26.90833,-28.48833,1446.3,978777.05
26.91167,-28.13167,1318.9,978796.55
26.91667,-28.09000,1338.4,978788.85
26.93333,-28.57001,1357.3,978794.25
26.99167,-28.19167,1362.8,978786.75
26.99500,-28.09833,1387.1,978775.15
26.99834,-28.53000,1410.6,978780.95
27.01500,-28.51167,1440.2,978775.25
27.03168,-28.45332,1481.6,978760.26
27.03168,-28.49500,1488.6,978762.56
27.03333,-28.41499,1442.6,978764.06
27.04167,-28.49333,1500.2,978761.16
27.04832,-28.38000,1425.5,978765.36
27.06168,-28.94167,1477.0,978783.85
27.06168,-28.35001,1417.6,978763.46
27.06667,-28.30000,1418.8,978766.26
27.08333,-28.50000,1484.4,978762.26
27.08833,-28.23334,1330.4,978779.15
27.10667,-28.18500,1340.8,978775.35
27.12167,-28.14833,1410.0,978762.26
27.12167,-28.84666,1427.7,978789.65
27.12666,-28.27499,1379.2,978769.06
27.13000,-28.10500,1391.1,978765.76
27.13333,-28.08333,1420.0,978758.46
27.15334,-28.06500,1454.5,978753.16
27.16499,-28.47667,1464.5,978754.66
27.16667,-28.02834,1467.0,978752.56
27.20168,-28.78000,1481.3,978766.96
27.21500,-28.46667,1453.3,978754.96
27.24500,-28.45667,1454.8,978751.76
27.27667,-28.43333,1427.1,978754.16
27.28500,-28.68668,1471.9,978762.06
27.32167,-28.42168,1431.0,978748.26
27.37334,-28.41499,1463.6,978738.56
27.41167,-28.41167,1477.3,978734.27
27.43668,-28.67000,1517.6,978747.86
27.44833,-28.40500,1465.2,978732.07
27.48334,-28.73666,1545.9,978745.86
27.48500,-28.56667,1530.7,978739.36
27.49500,-28.39000,1471.0,978730.47
27.54333,-28.37334,1430.7,978737.96
27.55000,-28.97000,1583.1,978762.36
27.55167,-28.43167,1478.0,978731.97
27.55333,-28.08000,1520.9,978708.37
27.55833,-28.77499,1589.5,978739.36
27.57167,-28.20332,1533.7,978707.27
27.58333,-28.92500,1616.6,978752.26
27.58333,-28.35333,1468.8,978730.07
27.59500,-28.37833,1474.6,978731.37
27.61667,-28.32167,1418.5,978739.46
27.62833,-28.87500,1659.6,978739.06
27.64333,-28.81000,1663.9,978728.57
27.64616,-28.72800,1675.1,978720.21
27.65833,-28.31000,1475.5,978728.07
27.68668,-28.44667,1458.8,978740.76
27.68668,-28.25500,1477.3,978725.17
27.70168,-28.30333,1464.2,978730.57
27.70500,-28.70633,1745.4,978707.67
27.71001,-28.86501,1607.5,978747.76
27.72833,-28.17667,1472.8,978724.87
27.73917,-28.75500,1715.0,978716.93
27.74500,-28.29668,1500.2,978726.57
27.74834,-28.59167,1564.8,978734.57
27.78667,-28.30000,1524.3,978724.57
27.80833,-28.90617,1584.6,978754.51
27.81168,-28.72667,1600.2,978743.56
27.82500,-28.30833,1563.6,978721.37
27.82716,-28.81467,1550.4,978759.63
27.85500,-28.03000,1571.5,978712.47
27.86501,-28.31000,1553.2,978726.47
27.86983,-28.88518,1592.8,978756.36
27.87500,-28.86166,1629.8,978752.46
27.90833,-28.30833,1573.4,978729.37
27.92999,-28.82001,1646.8,978755.36
27.96333,-28.29167,1541.4,978746.16
27.97166,-28.82333,1684.0,978753.56
27.99834,-28.28000,1576.1,978744.36
28.03168,-28.78667,1729.1,978747.76
28.05167,-28.75500,1669.4,978758.16
28.05499,-28.27834,1663.3,978740.26
28.09167,-28.03333,1574.3,978744.36
28.09666,-28.27333,1671.2,978745.86
28.11667,-28.53333,1685.8,978750.46
28.12000,-28.64667,1695.0,978758.16
28.13167,-28.58167,1627.3,978768.96
28.14667,-28.27000,1708.7,978739.76
28.15167,-28.43500,1693.5,978759.76
28.17833,-28.25500,1642.5,978755.16
28.21001,-28.62000,1797.4,978747.56
28.21167,-28.39833,1784.9,978745.86
28.21333,-28.03000,1638.0,978746.56
28.22333,-28.09332,1703.8,978729.87
28.23000,-28.25000,1691.3,978745.46
28.24333,-28.31833,1698.9,978759.86
28.26167,-28.24667,1678.2,978742.46
28.26334,-28.17000,1644.7,978741.46
28.29333,-28.24001,1647.4,978745.56
28.30000,-28.22667,1624.3,978749.26
28.30333,-28.23334,1641.6,978746.96
28.30499,-28.64999,1723.9,978772.55
28.32333,-28.17332,1631.0,978754.86
28.34167,-28.20168,1645.9,978749.58
28.35834,-28.11667,1687.0,978763.46
28.37167,-28.27499,1630.7,978759.96
28.37833,-28.06000,1680.7,978751.56
28.38667,-28.35500,1727.0,978752.66
28.38667,-28.60834,1939.1,978723.57
28.38834,-28.01666,1692.8,978748.56
28.39833,-28.43500,1775.1,978749.46
28.42000,-28.51334,1779.7,978748.96
28.43050,-28.16000,1722.1,978757.81
28.43832,-28.30000,1664.5,978761.56
28.48000,-28.31332,1653.2,978764.96
28.50000,-28.30667,1660.2,978762.96
28.55051,-28.13800,1676.4,978746.80
28.55333,-28.30167,1775.8,978739.06
28.60001,-28.29167,1713.6,978744.66
28.62000,-28.28333,1755.9,978732.67
28.64417,-28.08867,1691.6,978716.73
28.66000,-28.28833,1737.0,978725.67
28.69968,-28.00667,1661.2,978712.55
28.70667,-28.30833,1688.0,978726.67
28.72667,-28.31500,1678.5,978724.37
28.73300,-28.29100,1721.2,978711.44
28.73666,-28.56500,1714.5,978729.07
28.74583,-28.11501,1639.3,978705.52
28.75067,-28.33350,1681.1,978721.26
28.76500,-28.31000,1645.0,978717.57
28.76917,-28.37517,1691.7,978720.78
28.78983,-28.41682,1712.2,978711.86
28.79333,-28.53333,1688.9,978727.37
28.80667,-28.29500,1615.4,978715.97
28.81000,-28.42500,1730.6,978700.48
28.82001,-28.50833,1653.5,978725.77
28.82417,-28.10632,1612.6,978702.54
28.82500,-28.28999,1650.2,978708.57
28.86166,-28.27499,1604.8,978715.17
28.88667,-28.27499,1672.4,978699.58
28.93167,-28.50333,1729.4,978692.08
28.94333,-28.28333,1715.7,978688.38
28.95833,-28.68668,1391.1,978780.55
28.95833,-28.44833,1768.4,978683.98
28.98500,-28.28000,1601.4,978711.77
28.99333,-28.03333,1616.6,978711.57
29.00333,-28.33167,1679.7,978703.68
29.00951,-28.11099,1671.5,978709.42
29.01666,-28.05333,1682.5,978703.68
29.02000,-28.68167,1318.2,978796.75
29.02499,-28.42168,1631.6,978720.57
29.03000,-28.08667,1674.9,978708.67
29.04500,-28.11833,1663.3,978710.37
29.04500,-28.28833,1623.0,978711.57
29.06168,-28.15167,1697.4,978701.08
29.06767,-28.12067,1660.4,978709.64
29.07500,-28.55667,1730.9,978704.48
29.08167,-28.67332,1234.4,978816.24
29.08667,-28.62167,1320.4,978789.75
29.08833,-28.19000,1642.5,978706.97
29.09000,-28.47000,1638.0,978720.77
29.11000,-28.23000,1684.0,978694.98
29.11833,-28.26167,1611.8,978710.67
29.13000,-28.28667,1622.7,978710.57
29.13049,-28.13000,1700.7,978696.83
29.13333,-28.29167,1622.7,978710.17
29.15833,-28.31332,1668.5,978701.87
29.17332,-28.69167,1184.1,978834.74
29.17500,-28.32001,1667.5,978703.87
29.19733,-28.16051,1795.3,978676.33
29.24167,-28.19150,1811.6,978670.74
29.24333,-28.32167,1654.4,978702.68
29.25833,-28.72501,1307.3,978822.64
29.28500,-28.35333,1641.3,978712.37
29.31168,-28.35834,1654.4,978711.67
29.31517,-28.18817,1813.2,978670.36
29.34833,-28.72501,1139.3,978865.73
29.36000,-28.37167,1684.0,978708.17
29.39166,-28.38167,1686.4,978703.37
29.39166,-28.40668,1563.6,978727.57
29.40668,-28.41333,1490.2,978743.76
29.40900,-28.17700,1862.1,978674.94
29.41499,-28.02834,1685.2,978723.37
29.42000,-28.42000,1417.9,978759.46
29.46001,-28.43668,1250.0,978796.35
29.46333,-28.77834,1107.3,978868.13
29.47501,-28.06500,1812.0,978695.28
29.49001,-28.44167,1100.0,978823.14
29.50999,-28.46333,1092.4,978823.04
29.53999,-28.81500,1023.8,978882.72
29.53999,-28.12167,1874.5,978674.88
29.54500,-28.48000,1098.5,978831.04
29.55000,-28.50999,1065.6,978840.54
29.58167,-28.53999,1069.5,978842.93
29.58501,-28.82832,1073.5,978878.82
29.59167,-28.17667,1764.2,978678.88
29.61166,-28.78000,990.6,978891.92
29.61667,-28.54500,1055.2,978846.63
29.63333,-28.85001,1067.1,978888.22
29.64166,-28.21667,1684.0,978690.58
29.65167,-28.79500,990.3,978895.92
29.66499,-28.84833,1060.7,978890.52
29.66667,-28.56000,1038.1,978849.53
29.70332,-28.56667,1067.4,978843.73
29.71167,-28.76167,1030.2,978885.72
29.71333,-28.87334,1136.0,978885.82
29.72333,-28.63333,1157.3,978851.53
29.72667,-28.60167,1066.5,978850.03
29.72667,-28.23334,1265.8,978775.95
29.73334,-28.67000,1124.4,978867.33
29.75333,-28.57001,1056.1,978844.33
29.76167,-28.69167,1164.9,978860.63
29.77000,-28.25999,1297.8,978768.26
29.77333,-28.88667,1043.3,978923.31
29.78000,-28.55333,1042.1,978844.83
29.78000,-28.56000,1001.3,978852.53
29.78833,-28.85333,1098.5,978907.62
29.78999,-28.71333,1015.9,978887.82
29.78999,-28.55000,1010.4,978850.73
29.80167,-28.91499,1050.6,978933.81
29.80667,-28.82167,1051.5,978904.22
29.80833,-28.78500,1030.2,978896.42
29.81332,-28.52667,1049.4,978841.54
29.81332,-28.76500,986.3,978898.12
29.81332,-28.73334,958.3,978899.82
29.82333,-28.28833,1262.5,978776.15
29.83333,-28.50500,1081.4,978832.54
29.85834,-28.97000,1261.6,978902.52
29.86000,-28.47333,1107.3,978824.14
29.87500,-29.00000,1139.0,978923.91
29.88333,-28.44667,1083.2,978825.34
29.89667,-28.57500,1005.2,978854.73
29.91833,-28.41333,1123.8,978814.74
29.92500,-28.25000,1294.8,978769.96
29.93500,-28.92833,1021.4,978941.71
29.93668,-28.38667,1134.5,978809.74
29.95667,-28.17332,1380.4,978755.06
29.95667,-28.36000,1124.7,978809.74
29.95833,-28.41000,1101.5,978820.44
29.96001,-28.87500,1058.6,978913.11
29.96333,-28.20000,1322.5,978766.56
29.96500,-28.21001,1300.3,978769.46
29.97000,-28.25333,1194.5,978792.25
29.97000,-28.22833,1231.7,978784.45
29.97333,-28.14166,1378.3,978755.96
29.97667,-28.32333,1156.7,978803.45
29.97667,-28.01833,1316.4,978784.85
29.98000,-28.05000,1312.5,978780.25
29.98000,-28.08333,1297.2,978777.85
29.98167,-28.55833,1053.4,978850.13
29.98167,-28.11000,1357.9,978757.26
29.98334,-28.28000,1214.9,978790.35
30.00333,-28.84167,1006.4,978910.12
30.03000,-28.50833,940.0,978871.93
30.03667,-28.27000,1207.3,978795.25
30.05333,-28.61667,998.5,978864.83
30.05499,-28.57333,1043.3,978853.93
30.06500,-28.37167,1149.4,978814.74
30.07001,-28.85500,865.6,978940.51
30.09666,-28.47833,962.9,978864.83
30.10333,-28.31000,1073.5,978828.04
30.11501,-28.66667,1014.1,978870.43
30.12833,-28.67000,1027.8,978869.53
30.14333,-28.36501,1058.0,978842.53
30.14667,-28.42999,1029.3,978852.73
30.16167,-28.89500,965.6,978930.81
30.17000,-28.28000,1080.8,978832.74
30.19501,-28.20500,1281.4,978788.35
30.22501,-28.16333,1249.4,978796.95
30.22667,-28.46500,1073.5,978852.13
30.25000,-28.92500,1219.8,978891.82
30.28500,-28.14166,1226.8,978804.05
30.31000,-28.47000,1146.0,978835.24
30.31000,-28.96333,920.8,978961.00
30.31500,-28.09666,1170.7,978816.14
30.36333,-28.48833,1249.1,978817.14
30.37334,-28.05833,1143.3,978823.14
30.37833,-28.97000,787.0,978990.79
30.39999,-28.50000,1464.5,978774.85
30.40668,-28.02000,1193.0,978811.44
30.41833,-28.44167,1497.2,978765.86
30.42000,-28.65668,790.3,978920.31
30.42332,-28.55333,1130.5,978845.43
30.43832,-28.99001,999.4,978951.70
30.44667,-28.74834,569.1,978988.59
30.45667,-28.79333,1047.0,978904.12
30.45833,-28.29167,1177.1,978824.34
30.45833,-28.61833,1051.8,978864.93
30.45833,-28.67833,833.6,978920.41
30.46500,-28.65334,899.8,978899.22
30.47000,-28.38499,1466.7,978763.36
30.48666,-28.23833,1135.1,978842.03
30.49500,-28.33333,1088.1,978851.43
30.49834,-28.85500,678.5,978996.79
30.54668,-28.90334,783.6,978985.49
30.58333,-28.21832,1188.4,978858.03
30.58667,-28.99667,1401.5,978874.53
30.62500,-28.00333,1221.3,978820.54
30.63667,-28.14333,1320.4,978830.64
30.63667,-28.07167,1200.9,978850.23
30.67332,-28.21333,1330.4,978826.54
30.73500,-28.20000,1166.2,978865.13
30.80499,-28.18832,1068.9,978891.12
30.85667,-28.08833,1093.6,978855.93
30.85834,-28.96832,1155.8,978957.30
30.86166,-28.85001,833.3,979007.99
30.86501,-28.16499,994.2,978892.02
30.87666,-28.24667,1079.6,978870.33
30.90668,-28.77499,351.4,979078.57
30.91333,-28.30833,1029.6,978869.83
30.92999,-28.39166,1317.9,978813.54
30.95000,-28.71667,627.0,979005.09
30.98000,-28.64166,658.7,978992.79
31.01500,-28.46001,1193.9,978854.93
31.06667,-28.47501,1022.9,978897.02
31.07832,-28.53000,999.7,978927.81
31.09000,-28.62167,1118.6,978912.01
31.10667,-28.67833,1016.5,978930.31
31.14166,-28.70667,1286.2,978878.32
31.15668,-28.55333,910.4,978952.70
31.17999,-28.78000,1022.6,978944.91
31.18668,-28.83667,721.8,979021.78
31.24167,-28.49167,1273.1,978853.93
31.28500,-28.88167,792.5,979031.88
31.33333,-28.42332,822.3,978953.40
31.34167,-28.47000,1101.5,978902.72
31.37666,-28.33667,483.1,979020.98
31.38333,-28.86333,683.7,979066.27
31.41499,-28.30167,543.0,979004.06
31.42168,-28.29333,591.9,979001.59
31.45667,-28.88333,502.0,979119.56
31.47000,-28.22667,830.6,978962.10
31.47833,-28.91167,378.9,979148.15
31.47833,-28.30333,535.1,979010.81
31.49167,-28.84833,450.5,979134.55
31.49333,-28.12000,322.5,979064.97
31.49333,-28.92168,325.2,979162.64
31.53000,-28.30000,504.7,979023.70
31.53168,-28.92168,231.0,979186.94
31.55333,-28.95500,150.9,979210.33
31.55333,-28.06667,268.2,979070.67
31.56000,-28.79668,371.9,979146.95
31.59332,-28.32167,390.4,979054.41
31.61166,-28.95500,381.3,979148.05
31.61333,-28.36166,301.4,979079.26
31.64166,-28.97667,36.9,979249.72
31.66833,-28.38167,228.7,979110.21
31.70000,-28.41667,219.9,979133.31
31.70332,-28.95168,21.3,979257.22
31.70500,-28.76833,203.3,979194.03
31.74001,-28.46167,172.0,979154.71
31.74667,-28.75000,58.2,979227.62
31.75667,-28.92833,10.4,979271.51
31.79500,-28.49500,227.7,979160.95
31.82668,-28.73000,90.8,979233.62
31.84209,-28.06454,586.5,979011.35
31.84332,-28.50999,187.3,979177.79
31.85001,-28.03168,551.4,979012.79
31.85484,-28.01907,608.9,979003.37
31.85539,-28.14041,542.4,979036.86
31.86501,-28.84167,27.7,979271.31
31.86964,-28.10507,344.6,979077.72
31.87372,-28.15030,488.4,979050.31
31.87833,-28.14500,509.0,979045.88
31.88164,-28.18150,438.0,979064.24
31.88167,-28.55167,154.8,979195.24
31.89668,-28.19000,294.5,979096.95
31.90167,-28.78999,93.9,979255.42
31.90833,-28.76833,64.6,979260.12
31.91000,-28.69167,45.7,979255.82
31.92203,-28.13402,524.8,979053.96
31.92833,-28.57333,161.1,979204.47
31.93265,-28.74182,99.2,979253.79
31.94397,-28.08698,234.8,979107.75
31.94490,-28.20523,301.3,979106.12
31.94667,-28.65833,39.0,979259.22
31.95187,-28.03902,337.8,979079.04
31.96001,-28.22000,222.5,979128.15
31.96832,-28.60167,109.2,979235.72
31.97908,-28.15907,211.4,979125.93
31.98598,-28.23863,158.0,979146.62
31.98750,-28.65825,110.0,979252.05
31.99001,-28.24001,134.1,979155.25
31.99030,-28.71182,29.2,979274.97
31.99333,-28.64166,62.6,979260.71
32.00919,-28.77637,12.5,979278.13
32.01833,-28.68500,29.6,979271.68
32.02003,-28.14069,108.4,979153.59
32.02628,-28.60107,156.5,979238.02
32.02670,-28.14212,150.6,979146.95
32.02702,-28.26955,125.6,979168.37
32.03265,-28.72893,63.6,979263.54
32.03999,-28.73500,43.8,979267.10
32.03999,-28.51500,64.6,979238.76
32.04123,-28.19485,204.0,979143.09
32.04150,-28.09607,342.8,979112.32
32.04158,-28.19514,205.9,979143.40
32.04459,-28.08253,434.0,979093.15
32.05177,-28.38924,98.5,979205.56
32.05612,-28.63969,41.1,979266.82
32.07347,-28.68440,73.7,979258.93
32.07848,-28.23227,122.5,979172.68
32.08266,-28.54272,113.5,979240.38
32.08333,-28.54333,113.4,979239.99
32.08914,-28.24214,164.6,979169.79
32.09167,-28.79333,0.0,979282.94
32.09337,-28.73143,37.8,979267.78
32.09337,-28.32545,129.9,979196.83
32.09685,-28.09470,180.6,979169.75
32.09923,-28.28000,91.9,979193.41
32.10201,-28.09599,137.7,979176.95
32.11581,-28.39833,72.4,979223.14
32.11581,-28.49075,77.6,979240.98
32.11888,-28.59879,64.2,979258.60
32.12253,-28.19031,201.2,979173.70
32.12807,-28.77205,28.3,979273.15
32.12819,-28.21265,178.3,979179.96
32.12833,-28.57500,68.4,979255.38
32.13138,-28.16399,162.6,979190.25
32.14073,-28.06879,142.5,979194.44
32.14082,-28.65198,47.8,979257.14
32.14175,-28.06876,130.9,979194.64
32.14413,-28.45074,25.0,979247.33
32.14549,-28.15030,111.4,979204.71
32.14642,-28.35152,128.8,979210.32
32.14651,-28.23637,154.9,979189.04
32.15102,-28.54794,42.9,979256.95
32.15562,-28.70689,11.7,979269.16
32.16000,-28.61501,69.0,979251.06
32.16946,-28.03046,179.9,979199.96
32.17484,-28.11333,138.2,979206.98
32.17755,-28.20212,189.5,979192.76
32.17807,-28.38742,111.0,979225.96
32.18198,-28.59357,35.8,979255.44
32.20303,-28.19083,189.0,979201.73
32.20509,-28.63969,56.3,979251.82
32.20667,-28.64000,57.2,979251.09
32.20918,-28.49075,43.6,979248.99
32.21123,-28.54637,54.0,979248.82
32.21844,-28.01387,95.6,979224.87
